 3.15000000e+02 -2.75329466e-02  3.15000000e+02 -6.05724826e-03  3.15000000e+02 -4.00000000e+00 
 3.20000000e+02 -2.80022308e-02  3.20000000e+02 -6.16049078e-03  3.20000000e+02 -4.00000000e+00 
 3.25000000e+02 -2.84769633e-02  3.25000000e+02 -6.26493194e-03  3.25000000e+02 -4.00000000e+00 
 3.30000000e+02 -2.89571209e-02  3.30000000e+02 -6.37056661e-03  3.30000000e+02 -4.00000000e+00 
 3.35000000e+02 -2.94426816e-02  3.35000000e+02 -6.47738994e-03  3.35000000e+02 -4.00000000e+00 
 3.40000000e+02 -2.99336243e-02  3.40000000e+02 -6.58539734e-03  3.40000000e+02 -4.00000000e+00 
 3.45000000e+02 -3.04299294e-02  3.45000000e+02 -6.69458446e-03  3.45000000e+02 -4.00000000e+00 
 3.50000000e+02 -3.09315780e-02  3.50000000e+02 -6.80494715e-03  3.50000000e+02 -4.00000000e+00 
 3.55000000e+02 -3.14385523e-02  3.55000000e+02 -6.91648151e-03  3.55000000e+02 -4.00000000e+00 
 3.60000000e+02 -3.19508356e-02  3.60000000e+02 -7.02918382e-03  3.60000000e+02 -4.00000000e+00 
 3.65000000e+02 -3.24684116e-02  3.65000000e+02 -7.14305054e-03  3.65000000e+02 -4.00000000e+00 
 3.70000000e+02 -3.29912651e-02  3.70000000e+02 -7.25807832e-03  3.70000000e+02 -4.00000000e+00 
 3.75000000e+02 -3.35193816e-02  3.75000000e+02 -7.37426396e-03  3.75000000e+02 -4.00000000e+00 
 3.80000000e+02 -3.40527474e-02  3.80000000e+02 -7.49160443e-03  3.80000000e+02 -4.00000000e+00 
 3.85000000e+02 -3.45913492e-02  3.85000000e+02 -7.61009683e-03  3.85000000e+02 -4.00000000e+00 
 3.90000000e+02 -3.51351746e-02  3.90000000e+02 -7.72973842e-03  3.90000000e+02 -4.00000000e+00 
 3.95000000e+02 -3.56842117e-02  3.95000000e+02 -7.85052657e-03  3.95000000e+02 -4.00000000e+00 
 4.00000000e+02 -3.62384490e-02  4.00000000e+02 -7.97245877e-03  4.00000000e+02 -4.00000000e+00 
 4.05000000e+02 -3.67978757e-02  4.05000000e+02 -8.09553265e-03  4.05000000e+02 -4.00000000e+00 
 4.10000000e+02 -3.73624814e-02  4.10000000e+02 -8.21974592e-03  4.10000000e+02 -4.00000000e+00 
 4.15000000e+02 -3.79322564e-02  4.15000000e+02 -8.34509641e-03  4.15000000e+02 -4.00000000e+00 
 4.20000000e+02 -3.85071911e-02  4.20000000e+02 -8.47158204e-03  4.20000000e+02 -4.00000000e+00 
 4.25000000e+02 -3.90872765e-02  4.25000000e+02 -8.59920083e-03  4.25000000e+02 -4.00000000e+00 
 4.30000000e+02 -3.96725040e-02  4.30000000e+02 -8.72795089e-03  4.30000000e+02 -4.00000000e+00 
 4.35000000e+02 -4.02628654e-02  4.35000000e+02 -8.85783039e-03  4.35000000e+02 -4.00000000e+00 
 4.40000000e+02 -4.08583527e-02  4.40000000e+02 -8.98883760e-03  4.40000000e+02 -4.00000000e+00 
 4.45000000e+02 -4.14589584e-02  4.45000000e+02 -9.12097085e-03  4.45000000e+02 -4.00000000e+00 
 4.50000000e+02 -4.20646753e-02  4.50000000e+02 -9.25422856e-03  4.50000000e+02 -4.00000000e+00 
 4.55000000e+02 -4.26754964e-02  4.55000000e+02 -9.38860920e-03  4.55000000e+02 -4.00000000e+00 
 4.60000000e+02 -4.32914150e-02  4.60000000e+02 -9.52411130e-03  4.60000000e+02 -4.00000000e+00 
 4.65000000e+02 -4.39124248e-02  4.65000000e+02 -9.66073346e-03  4.65000000e+02 -4.00000000e+00 
 4.70000000e+02 -4.45385197e-02  4.70000000e+02 -9.79847434e-03  4.70000000e+02 -4.00000000e+00 
 4.75000000e+02 -4.51696938e-02  4.75000000e+02 -9.93733264e-03  4.75000000e+02 -4.00000000e+00 
 4.80000000e+02 -4.58059415e-02  4.80000000e+02 -1.00773071e-02  4.80000000e+02 -4.00000000e+00 
 4.85000000e+02 -4.64472573e-02  4.85000000e+02 -1.02183966e-02  4.85000000e+02 -4.00000000e+00 
 4.90000000e+02 -4.70936360e-02  4.90000000e+02 -1.03605999e-02  4.90000000e+02 -4.00000000e+00 
 4.95000000e+02 -4.77450727e-02  4.95000000e+02 -1.05039160e-02  4.95000000e+02 -4.00000000e+00 
 5.00000000e+02 -4.84015625e-02  5.00000000e+02 -1.06483438e-02  5.00000000e+02 -4.00000000e+00 
 0.00000000e+00 -0.00000000e+00  0.00000000e+00 -5.81395349e-28  0.00000000e+00 -3.00000000e+00 
 5.00000000e+00 -3.68146533e-03  5.00000000e+00 -3.64740088e-03  5.00000000e+00 -3.00000000e+00 
 1.00000000e+01 -1.00279338e-02  1.00000000e+01 -5.12415739e-03  1.00000000e+01 -3.00000000e+00 
 1.50000000e+01 -1.41672940e-02  1.50000000e+01 -5.15134794e-03  1.50000000e+01 -3.00000000e+00 
 2.00000000e+01 -1.66592000e-02  2.00000000e+01 -4.96875336e-03  2.00000000e+01 -3.00000000e+00 
 2.50000000e+01 -1.81848266e-02  2.50000000e+01 -4.81375536e-03  2.50000000e+01 -3.00000000e+00 
 3.00000000e+01 -1.91365634e-02  3.00000000e+01 -4.71138074e-03  3.00000000e+01 -3.00000000e+00 
 3.50000000e+01 -1.97459188e-02  3.50000000e+01 -4.65152298e-03  3.50000000e+01 -3.00000000e+00 
 4.00000000e+01 -2.01482352e-02  4.00000000e+01 -4.62056820e-03  4.00000000e+01 -3.00000000e+00 
 4.50000000e+01 -2.04244836e-02  4.50000000e+01 -4.60810860e-03  4.50000000e+01 -3.00000000e+00 
 5.00000000e+01 -2.06239902e-02  5.00000000e+01 -4.60723085e-03  5.00000000e+01 -3.00000000e+00 
 5.50000000e+01 -2.07964425e-02  5.50000000e+01 -4.61054151e-03  5.50000000e+01 -3.00000000e+00 
 6.00000000e+01 -2.09147140e-02  6.00000000e+01 -4.62274191e-03  6.00000000e+01 -3.00000000e+00 
 6.50000000e+01 -2.10213741e-02  6.50000000e+01 -4.63780085e-03  6.50000000e+01 -3.00000000e+00 
 7.00000000e+01 -2.11235171e-02  7.00000000e+01 -4.65515376e-03  7.00000000e+01 -3.00000000e+00 
 7.50000000e+01 -2.12259326e-02  7.50000000e+01 -4.67456818e-03  7.50000000e+01 -3.00000000e+00 
 8.00000000e+01 -2.13319324e-02  8.00000000e+01 -4.69598966e-03  8.00000000e+01 -3.00000000e+00 
 8.50000000e+01 -2.14438376e-02  8.50000000e+01 -4.71945215e-03  8.50000000e+01 -3.00000000e+00 
 9.00000000e+01 -2.15632876e-02  9.00000000e+01 -4.74502625e-03  9.00000000e+01 -3.00000000e+00 
 9.50000000e+01 -2.16914415e-02  9.50000000e+01 -4.77279033e-03  9.50000000e+01 -3.00000000e+00 
 1.00000000e+02 -2.18291112e-02  1.00000000e+02 -4.80281552e-03  1.00000000e+02 -3.00000000e+00 
 1.05000000e+02 -2.19768528e-02  1.05000000e+02 -4.83515874e-03  1.05000000e+02 -3.00000000e+00 
 1.10000000e+02 -2.21350315e-02  1.10000000e+02 -4.86986041e-03  1.10000000e+02 -3.00000000e+00 
 1.15000000e+02 -2.23038675e-02  1.15000000e+02 -4.90694469e-03  1.15000000e+02 -3.00000000e+00 
 1.20000000e+02 -2.24834708e-02  1.20000000e+02 -4.94642098e-03  1.20000000e+02 -3.00000000e+00 
 1.25000000e+02 -2.26738675e-02  1.25000000e+02 -4.98828596e-03  1.25000000e+02 -3.00000000e+00 
 1.30000000e+02 -2.28750193e-02  1.30000000e+02 -5.03252576e-03  1.30000000e+02 -3.00000000e+00 
 1.35000000e+02 -2.30868402e-02  1.35000000e+02 -5.07911801e-03  1.35000000e+02 -3.00000000e+00 
 1.40000000e+02 -2.33092078e-02  1.40000000e+02 -5.12803378e-03  1.40000000e+02 -3.00000000e+00 
 1.45000000e+02 -2.35419735e-02  1.45000000e+02 -5.17923911e-03  1.45000000e+02 -3.00000000e+00 
 1.50000000e+02 -2.37849703e-02  1.50000000e+02 -5.23269649e-03  1.50000000e+02 -3.00000000e+00 
 1.55000000e+02 -2.40380185e-02  1.55000000e+02 -5.28836593e-03  1.55000000e+02 -3.00000000e+00 
 1.60000000e+02 -2.43009309e-02  1.60000000e+02 -5.34620594e-03  1.60000000e+02 -3.00000000e+00 
 1.65000000e+02 -2.45735163e-02  1.65000000e+02 -5.40617428e-03  1.65000000e+02 -3.00000000e+00 
 1.70000000e+02 -2.48555824e-02  1.70000000e+02 -5.46822855e-03  1.70000000e+02 -3.00000000e+00 
 1.75000000e+02 -2.51469382e-02  1.75000000e+02 -5.53232667e-03  1.75000000e+02 -3.00000000e+00 
 1.80000000e+02 -2.54473958e-02  1.80000000e+02 -5.59842723e-03  1.80000000e+02 -3.00000000e+00 
 1.85000000e+02 -2.57567713e-02  1.85000000e+02 -5.66648978e-03  1.85000000e+02 -3.00000000e+00 
 1.90000000e+02 -2.60748862e-02  1.90000000e+02 -5.73647503e-03  1.90000000e+02 -3.00000000e+00 
 1.95000000e+02 -2.64015678e-02  1.95000000e+02 -5.80834496e-03  1.95000000e+02 -3.00000000e+00 
 2.00000000e+02 -2.67366497e-02  2.00000000e+02 -5.88206296e-03  2.00000000e+02 -3.00000000e+00 
 2.05000000e+02 -2.70799721e-02  2.05000000e+02 -5.95759387e-03  2.05000000e+02 -3.00000000e+00 
 2.10000000e+02 -2.74313817e-02  2.10000000e+02 -6.03490399e-03  2.10000000e+02 -3.00000000e+00 
 2.15000000e+02 -2.77907323e-02  2.15000000e+02 -6.11396111e-03  2.15000000e+02 -3.00000000e+00 
 2.20000000e+02 -2.81578841e-02  2.20000000e+02 -6.19473450e-03  2.20000000e+02 -3.00000000e+00 
 2.25000000e+02 -2.85327039e-02  2.25000000e+02 -6.27719486e-03  2.25000000e+02 -3.00000000e+00 
 2.30000000e+02 -2.89150649e-02  2.30000000e+02 -6.36131429e-03  2.30000000e+02 -3.00000000e+00 
 2.35000000e+02 -2.93048467e-02  2.35000000e+02 -6.44706626e-03  2.35000000e+02 -3.00000000e+00 
 2.40000000e+02 -2.97019345e-02  2.40000000e+02 -6.53442558e-03  2.40000000e+02 -3.00000000e+00 
 2.45000000e+02 -3.01062195e-02  2.45000000e+02 -6.62336829e-03  2.45000000e+02 -3.00000000e+00 
 2.50000000e+02 -3.05175984e-02  2.50000000e+02 -6.71387165e-03  2.50000000e+02 -3.00000000e+00 
 2.55000000e+02 -3.09359731e-02  2.55000000e+02 -6.80591408e-03  2.55000000e+02 -3.00000000e+00 
 2.60000000e+02 -3.13612505e-02  2.60000000e+02 -6.89947512e-03  2.60000000e+02 -3.00000000e+00 
 2.65000000e+02 -3.17933423e-02  2.65000000e+02 -6.99453532e-03  2.65000000e+02 -3.00000000e+00 
 2.70000000e+02 -3.22321648e-02  2.70000000e+02 -7.09107625e-03  2.70000000e+02 -3.00000000e+00 
 2.75000000e+02 -3.26776383e-02  2.75000000e+02 -7.18908042e-03  2.75000000e+02 -3.00000000e+00 
 2.80000000e+02 -3.31296875e-02  2.80000000e+02 -7.28853124e-03  2.80000000e+02 -3.00000000e+00 
 2.85000000e+02 -3.35882407e-02  2.85000000e+02 -7.38941296e-03  2.85000000e+02 -3.00000000e+00 
 2.90000000e+02 -3.40532301e-02  2.90000000e+02 -7.49171063e-03  2.90000000e+02 -3.00000000e+00 
 2.95000000e+02 -3.45245912e-02  2.95000000e+02 -7.59541006e-03  2.95000000e+02 -3.00000000e+00 
 3.00000000e+02 -3.50022626e-02  3.00000000e+02 -7.70049778e-03  3.00000000e+02 -3.00000000e+00 
 3.05000000e+02 -3.54861863e-02  3.05000000e+02 -7.80696099e-03  3.05000000e+02 -3.00000000e+00 
 3.10000000e+02 -3.59763070e-02  3.10000000e+02 -7.91478753e-03  3.10000000e+02 -3.00000000e+00 
 3.15000000e+02 -3.64725721e-02  3.15000000e+02 -8.02396586e-03  3.15000000e+02 -3.00000000e+00 
 3.20000000e+02 -3.69749318e-02  3.20000000e+02 -8.13448499e-03  3.20000000e+02 -3.00000000e+00 
 3.25000000e+02 -3.74833385e-02  3.25000000e+02 -8.24633448e-03  3.25000000e+02 -3.00000000e+00 
 3.30000000e+02 -3.79977472e-02  3.30000000e+02 -8.35950439e-03  3.30000000e+02 -3.00000000e+00 
 3.35000000e+02 -3.85181149e-02  3.35000000e+02 -8.47398528e-03  3.35000000e+02 -3.00000000e+00 
 3.40000000e+02 -3.90444006e-02  3.40000000e+02 -8.58976814e-03  3.40000000e+02 -3.00000000e+00 
 3.45000000e+02 -3.95765655e-02  3.45000000e+02 -8.70684441e-03  3.45000000e+02 -3.00000000e+00 
 3.50000000e+02 -4.01145724e-02  3.50000000e+02 -8.82520592e-03  3.50000000e+02 -3.00000000e+00 
 3.55000000e+02 -4.06583859e-02  3.55000000e+02 -8.94484490e-03  3.55000000e+02 -3.00000000e+00 
 3.60000000e+02 -4.12079724e-02  3.60000000e+02 -9.06575393e-03  3.60000000e+02 -3.00000000e+00 
 3.65000000e+02 -4.17632997e-02  3.65000000e+02 -9.18792594e-03  3.65000000e+02 -3.00000000e+00 
 3.70000000e+02 -4.23243372e-02  3.70000000e+02 -9.31135418e-03  3.70000000e+02 -3.00000000e+00 
 3.75000000e+02 -4.28910555e-02  3.75000000e+02 -9.43603220e-03  3.75000000e+02 -3.00000000e+00 
 3.80000000e+02 -4.34634267e-02  3.80000000e+02 -9.56195387e-03  3.80000000e+02 -3.00000000e+00 
 3.85000000e+02 -4.40414241e-02  3.85000000e+02 -9.68911330e-03  3.85000000e+02 -3.00000000e+00 
 3.90000000e+02 -4.46250222e-02  3.90000000e+02 -9.81750489e-03  3.90000000e+02 -3.00000000e+00 
 3.95000000e+02 -4.52141967e-02  3.95000000e+02 -9.94712327e-03  3.95000000e+02 -3.00000000e+00 
 4.00000000e+02 -4.58089241e-02  4.00000000e+02 -1.00779633e-02  4.00000000e+02 -3.00000000e+00 
 4.05000000e+02 -4.64091823e-02  4.05000000e+02 -1.02100201e-02  4.05000000e+02 -3.00000000e+00 
 4.10000000e+02 -4.70149497e-02  4.10000000e+02 -1.03432889e-02  4.10000000e+02 -3.00000000e+00 
 4.15000000e+02 -4.76262061e-02  4.15000000e+02 -1.04777653e-02  4.15000000e+02 -3.00000000e+00 
 4.20000000e+02 -4.82429317e-02  4.20000000e+02 -1.06134450e-02  4.20000000e+02 -3.00000000e+00 
 4.25000000e+02 -4.88651080e-02  4.25000000e+02 -1.07503238e-02  4.25000000e+02 -3.00000000e+00 
 4.30000000e+02 -4.94927168e-02  4.30000000e+02 -1.08883977e-02  4.30000000e+02 -3.00000000e+00 
 4.35000000e+02 -5.01257410e-02  4.35000000e+02 -1.10276630e-02  4.35000000e+02 -3.00000000e+00 
 4.40000000e+02 -5.07641640e-02  4.40000000e+02 -1.11681161e-02  4.40000000e+02 -3.00000000e+00 
 4.45000000e+02 -5.14079700e-02  4.45000000e+02 -1.13097534e-02  4.45000000e+02 -3.00000000e+00 
 4.50000000e+02 -5.20571438e-02  4.50000000e+02 -1.14525716e-02  4.50000000e+02 -3.00000000e+00 
 4.55000000e+02 -5.27116706e-02  4.55000000e+02 -1.15965675e-02  4.55000000e+02 -3.00000000e+00 
 4.60000000e+02 -5.33715366e-02  4.60000000e+02 -1.17417381e-02  4.60000000e+02 -3.00000000e+00 
 4.65000000e+02 -5.40367282e-02  4.65000000e+02 -1.18880802e-02  4.65000000e+02 -3.00000000e+00 
 4.70000000e+02 -5.47072324e-02  4.70000000e+02 -1.20355911e-02  4.70000000e+02 -3.00000000e+00 
 4.75000000e+02 -5.53830369e-02  4.75000000e+02 -1.21842681e-02  4.75000000e+02 -3.00000000e+00 
 4.80000000e+02 -5.60641295e-02  4.80000000e+02 -1.23341085e-02  4.80000000e+02 -3.00000000e+00 
 4.85000000e+02 -5.67504988e-02  4.85000000e+02 -1.24851097e-02  4.85000000e+02 -3.00000000e+00 
 4.90000000e+02 -5.74421338e-02  4.90000000e+02 -1.26372694e-02  4.90000000e+02 -3.00000000e+00 
 4.95000000e+02 -5.81390236e-02  4.95000000e+02 -1.27905852e-02  4.95000000e+02 -3.00000000e+00 
 5.00000000e+02 -5.88411580e-02  5.00000000e+02 -1.29450548e-02  5.00000000e+02 -3.00000000e+00 
 0.00000000e+00 -0.00000000e+00  0.00000000e+00 -5.81395349e-28  0.00000000e+00 -2.00000000e+00 
 5.00000000e+00 -5.63941876e-03  5.00000000e+00 -5.58723745e-03  5.00000000e+00 -2.00000000e+00 
 1.00000000e+01 -1.53556152e-02  1.00000000e+01 -7.84654054e-03  1.00000000e+01 -2.00000000e+00 
 1.50000000e+01 -2.16851337e-02  1.50000000e+01 -7.88489804e-03  1.50000000e+01 -2.00000000e+00 
 2.00000000e+01 -2.54883128e-02  2.00000000e+01 -7.60211414e-03  2.00000000e+01 -2.00000000e+00 
 2.50000000e+01 -2.78102479e-02  2.50000000e+01 -7.36172707e-03  2.50000000e+01 -2.00000000e+00 
 3.00000000e+01 -2.92527030e-02  3.00000000e+01 -7.20195254e-03  3.00000000e+01 -2.00000000e+00 
 3.50000000e+01 -3.01704206e-02  3.50000000e+01 -7.10721066e-03  3.50000000e+01 -2.00000000e+00 
 4.00000000e+01 -3.07703670e-02  4.00000000e+01 -7.05652766e-03  4.00000000e+01 -2.00000000e+00 
 4.50000000e+01 -3.11758325e-02  4.50000000e+01 -7.03379458e-03  4.50000000e+01 -2.00000000e+00 
 5.00000000e+01 -3.14613622e-02  5.00000000e+01 -7.02821119e-03  5.00000000e+01 -2.00000000e+00 
 5.50000000e+01 -3.17038827e-02  5.50000000e+01 -7.02867058e-03  5.50000000e+01 -2.00000000e+00 
 6.00000000e+01 -3.18573632e-02  6.00000000e+01 -7.04134878e-03  6.00000000e+01 -2.00000000e+00 
 6.50000000e+01 -3.19873208e-02  6.50000000e+01 -7.05712201e-03  6.50000000e+01 -2.00000000e+00 
 7.00000000e+01 -3.21037651e-02  7.00000000e+01 -7.07494182e-03  7.00000000e+01 -2.00000000e+00 
 7.50000000e+01 -3.22133910e-02  7.50000000e+01 -7.09431590e-03  7.50000000e+01 -2.00000000e+00 
 8.00000000e+01 -3.23208444e-02  8.00000000e+01 -7.11507010e-03  8.00000000e+01 -2.00000000e+00 
 8.50000000e+01 -3.24294471e-02  8.50000000e+01 -7.13720733e-03  8.50000000e+01 -2.00000000e+00 
 9.00000000e+01 -3.25416409e-02  9.00000000e+01 -7.16082205e-03  9.00000000e+01 -2.00000000e+00 
 9.50000000e+01 -3.26592640e-02  9.50000000e+01 -7.18604935e-03  9.50000000e+01 -2.00000000e+00 
 1.00000000e+02 -3.27837248e-02  1.00000000e+02 -7.21303528e-03  1.00000000e+02 -2.00000000e+00 
 1.05000000e+02 -3.29161143e-02  1.05000000e+02 -7.24192025e-03  1.05000000e+02 -2.00000000e+00 
 1.10000000e+02 -3.30572811e-02  1.10000000e+02 -7.27283039e-03  1.10000000e+02 -2.00000000e+00 
 1.15000000e+02 -3.32078834e-02  1.15000000e+02 -7.30587363e-03  1.15000000e+02 -2.00000000e+00 
 1.20000000e+02 -3.33684260e-02  1.20000000e+02 -7.34113863e-03  1.20000000e+02 -2.00000000e+00 
 1.25000000e+02 -3.35392888e-02  1.25000000e+02 -7.37869532e-03  1.25000000e+02 -2.00000000e+00 
 1.30000000e+02 -3.37207484e-02  1.30000000e+02 -7.41859624e-03  1.30000000e+02 -2.00000000e+00 
 1.35000000e+02 -3.39129959e-02  1.35000000e+02 -7.46087836e-03  1.35000000e+02 -2.00000000e+00 
 1.40000000e+02 -3.41161509e-02  1.40000000e+02 -7.50556497e-03  1.40000000e+02 -2.00000000e+00 
 1.45000000e+02 -3.43302745e-02  1.45000000e+02 -7.55266758e-03  1.45000000e+02 -2.00000000e+00 
 1.50000000e+02 -3.45553788e-02  1.50000000e+02 -7.60218772e-03  1.50000000e+02 -2.00000000e+00 
 1.55000000e+02 -3.47914357e-02  1.55000000e+02 -7.65411853e-03  1.55000000e+02 -2.00000000e+00 
 1.60000000e+02 -3.50383847e-02  1.60000000e+02 -7.70844627e-03  1.60000000e+02 -2.00000000e+00 
 1.65000000e+02 -3.52961388e-02  1.65000000e+02 -7.76515154e-03  1.65000000e+02 -2.00000000e+00 
 1.70000000e+02 -3.55645902e-02  1.70000000e+02 -7.82421047e-03  1.70000000e+02 -2.00000000e+00 
 1.75000000e+02 -3.58436147e-02  1.75000000e+02 -7.88559562e-03  1.75000000e+02 -2.00000000e+00 
 1.80000000e+02 -3.61330755e-02  1.80000000e+02 -7.94927685e-03  1.80000000e+02 -2.00000000e+00 
 1.85000000e+02 -3.64328266e-02  1.85000000e+02 -8.01522200e-03  1.85000000e+02 -2.00000000e+00 
 1.90000000e+02 -3.67427155e-02  1.90000000e+02 -8.08339749e-03  1.90000000e+02 -2.00000000e+00 
 1.95000000e+02 -3.70625852e-02  1.95000000e+02 -8.15376880e-03  1.95000000e+02 -2.00000000e+00 
 2.00000000e+02 -3.73922767e-02  2.00000000e+02 -8.22630091e-03  2.00000000e+02 -2.00000000e+00 
 2.05000000e+02 -3.77316299e-02  2.05000000e+02 -8.30095860e-03  2.05000000e+02 -2.00000000e+00 
 2.10000000e+02 -3.80804852e-02  2.10000000e+02 -8.37770677e-03  2.10000000e+02 -2.00000000e+00 
 2.15000000e+02 -3.84386846e-02  2.15000000e+02 -8.45651063e-03  2.15000000e+02 -2.00000000e+00 
 2.20000000e+02 -3.88060723e-02  2.20000000e+02 -8.53733590e-03  2.20000000e+02 -2.00000000e+00 
 2.25000000e+02 -3.91824953e-02  2.25000000e+02 -8.62014896e-03  2.25000000e+02 -2.00000000e+00 
 2.30000000e+02 -3.95678043e-02  2.30000000e+02 -8.70491694e-03  2.30000000e+02 -2.00000000e+00 
 2.35000000e+02 -3.99618537e-02  2.35000000e+02 -8.79160782e-03  2.35000000e+02 -2.00000000e+00 
 2.40000000e+02 -4.03645022e-02  2.40000000e+02 -8.88019049e-03  2.40000000e+02 -2.00000000e+00 
 2.45000000e+02 -4.07756126e-02  2.45000000e+02 -8.97063477e-03  2.45000000e+02 -2.00000000e+00 
 2.50000000e+02 -4.11950522e-02  2.50000000e+02 -9.06291148e-03  2.50000000e+02 -2.00000000e+00 
 2.55000000e+02 -4.16226929e-02  2.55000000e+02 -9.15699243e-03  2.55000000e+02 -2.00000000e+00 
 2.60000000e+02 -4.20584110e-02  2.60000000e+02 -9.25285042e-03  2.60000000e+02 -2.00000000e+00 
 2.65000000e+02 -4.25020875e-02  2.65000000e+02 -9.35045925e-03  2.65000000e+02 -2.00000000e+00 
 2.70000000e+02 -4.29536078e-02  2.70000000e+02 -9.44979371e-03  2.70000000e+02 -2.00000000e+00 
 2.75000000e+02 -4.34128616e-02  2.75000000e+02 -9.55082955e-03  2.75000000e+02 -2.00000000e+00 
 2.80000000e+02 -4.38797431e-02  2.80000000e+02 -9.65354347e-03  2.80000000e+02 -2.00000000e+00 
 2.85000000e+02 -4.43541505e-02  2.85000000e+02 -9.75791310e-03  2.85000000e+02 -2.00000000e+00 
 2.90000000e+02 -4.48359862e-02  2.90000000e+02 -9.86391697e-03  2.90000000e+02 -2.00000000e+00 
 2.95000000e+02 -4.53251567e-02  2.95000000e+02 -9.97153447e-03  2.95000000e+02 -2.00000000e+00 
 3.00000000e+02 -4.58215721e-02  3.00000000e+02 -1.00807459e-02  3.00000000e+02 -2.00000000e+00 
 3.05000000e+02 -4.63251463e-02  3.05000000e+02 -1.01915322e-02  3.05000000e+02 -2.00000000e+00 
 3.10000000e+02 -4.68357968e-02  3.10000000e+02 -1.03038753e-02  3.10000000e+02 -2.00000000e+00 
 3.15000000e+02 -4.73534444e-02  3.15000000e+02 -1.04177578e-02  3.15000000e+02 -2.00000000e+00 
 3.20000000e+02 -4.78780135e-02  3.20000000e+02 -1.05331630e-02  3.20000000e+02 -2.00000000e+00 
 3.25000000e+02 -4.84094314e-02  3.25000000e+02 -1.06500749e-02  3.25000000e+02 -2.00000000e+00 
 3.30000000e+02 -4.89476284e-02  3.30000000e+02 -1.07684783e-02  3.30000000e+02 -2.00000000e+00 
 3.35000000e+02 -4.94925380e-02  3.35000000e+02 -1.08883583e-02  3.35000000e+02 -2.00000000e+00 
 3.40000000e+02 -5.00440961e-02  3.40000000e+02 -1.10097011e-02  3.40000000e+02 -2.00000000e+00 
 3.45000000e+02 -5.06022416e-02  3.45000000e+02 -1.11324931e-02  3.45000000e+02 -2.00000000e+00 
 3.50000000e+02 -5.11669157e-02  3.50000000e+02 -1.12567215e-02  3.50000000e+02 -2.00000000e+00 
 3.55000000e+02 -5.17380623e-02  3.55000000e+02 -1.13823737e-02  3.55000000e+02 -2.00000000e+00 
 3.60000000e+02 -5.23156274e-02  3.60000000e+02 -1.15094380e-02  3.60000000e+02 -2.00000000e+00 
 3.65000000e+02 -5.28995592e-02  3.65000000e+02 -1.16379030e-02  3.65000000e+02 -2.00000000e+00 
 3.70000000e+02 -5.34898083e-02  3.70000000e+02 -1.17677578e-02  3.70000000e+02 -2.00000000e+00 
 3.75000000e+02 -5.40863271e-02  3.75000000e+02 -1.18989920e-02  3.75000000e+02 -2.00000000e+00 
 3.80000000e+02 -5.46890699e-02  3.80000000e+02 -1.20315954e-02  3.80000000e+02 -2.00000000e+00 
 3.85000000e+02 -5.52979930e-02  3.85000000e+02 -1.21655585e-02  3.85000000e+02 -2.00000000e+00 
 3.90000000e+02 -5.59130545e-02  3.90000000e+02 -1.23008720e-02  3.90000000e+02 -2.00000000e+00 
 3.95000000e+02 -5.65342140e-02  3.95000000e+02 -1.24375271e-02  3.95000000e+02 -2.00000000e+00 
 4.00000000e+02 -5.71614327e-02  4.00000000e+02 -1.25755152e-02  4.00000000e+02 -2.00000000e+00 
 4.05000000e+02 -5.77946736e-02  4.05000000e+02 -1.27148282e-02  4.05000000e+02 -2.00000000e+00 
 4.10000000e+02 -5.84339010e-02  4.10000000e+02 -1.28554582e-02  4.10000000e+02 -2.00000000e+00 
 4.15000000e+02 -5.90790805e-02  4.15000000e+02 -1.29973977e-02  4.15000000e+02 -2.00000000e+00 
 4.20000000e+02 -5.97301793e-02  4.20000000e+02 -1.31406394e-02  4.20000000e+02 -2.00000000e+00 
 4.25000000e+02 -6.03871656e-02  4.25000000e+02 -1.32851764e-02  4.25000000e+02 -2.00000000e+00 
 4.30000000e+02 -6.10500089e-02  4.30000000e+02 -1.34310020e-02  4.30000000e+02 -2.00000000e+00 
 4.35000000e+02 -6.17186801e-02  4.35000000e+02 -1.35781096e-02  4.35000000e+02 -2.00000000e+00 
 4.40000000e+02 -6.23931509e-02  4.40000000e+02 -1.37264932e-02  4.40000000e+02 -2.00000000e+00 
 4.45000000e+02 -6.30733943e-02  4.45000000e+02 -1.38761467e-02  4.45000000e+02 -2.00000000e+00 
 4.50000000e+02 -6.37593841e-02  4.50000000e+02 -1.40270645e-02  4.50000000e+02 -2.00000000e+00 
 4.55000000e+02 -6.44510952e-02  4.55000000e+02 -1.41792409e-02  4.55000000e+02 -2.00000000e+00 
 4.60000000e+02 -6.51485035e-02  4.60000000e+02 -1.43326708e-02  4.60000000e+02 -2.00000000e+00 
 4.65000000e+02 -6.58515857e-02  4.65000000e+02 -1.44873489e-02  4.65000000e+02 -2.00000000e+00 
 4.70000000e+02 -6.65603193e-02  4.70000000e+02 -1.46432703e-02  4.70000000e+02 -2.00000000e+00 
 4.75000000e+02 -6.72746828e-02  4.75000000e+02 -1.48004302e-02  4.75000000e+02 -2.00000000e+00 
 4.80000000e+02 -6.79946552e-02  4.80000000e+02 -1.49588242e-02  4.80000000e+02 -2.00000000e+00 
 4.85000000e+02 -6.87202166e-02  4.85000000e+02 -1.51184476e-02  4.85000000e+02 -2.00000000e+00 
