 1.40000000e+02 -4.68403638e-03  1.40000000e+02 -1.03048968e-03  1.40000000e+02 -6.00000000e+00 
 1.45000000e+02 -4.88518549e-03  1.45000000e+02 -1.07474186e-03  1.45000000e+02 -6.00000000e+00 
 1.50000000e+02 -5.09153895e-03  1.50000000e+02 -1.12013924e-03  1.50000000e+02 -6.00000000e+00 
 1.55000000e+02 -5.30306872e-03  1.55000000e+02 -1.16667554e-03  1.55000000e+02 -6.00000000e+00 
 1.60000000e+02 -5.51974993e-03  1.60000000e+02 -1.21434525e-03  1.60000000e+02 -6.00000000e+00 
 1.65000000e+02 -5.74156048e-03  1.65000000e+02 -1.26314347e-03  1.65000000e+02 -6.00000000e+00 
 1.70000000e+02 -5.96848064e-03  1.70000000e+02 -1.31306585e-03  1.70000000e+02 -6.00000000e+00 
 1.75000000e+02 -6.20049280e-03  1.75000000e+02 -1.36410848e-03  1.75000000e+02 -6.00000000e+00 
 1.80000000e+02 -6.43758114e-03  1.80000000e+02 -1.41626789e-03  1.80000000e+02 -6.00000000e+00 
 1.85000000e+02 -6.67973148e-03  1.85000000e+02 -1.46954095e-03  1.85000000e+02 -6.00000000e+00 
 1.90000000e+02 -6.92693104e-03  1.90000000e+02 -1.52392485e-03  1.90000000e+02 -6.00000000e+00 
 1.95000000e+02 -7.17916828e-03  1.95000000e+02 -1.57941703e-03  1.95000000e+02 -6.00000000e+00 
 2.00000000e+02 -7.43643274e-03  2.00000000e+02 -1.63601521e-03  2.00000000e+02 -6.00000000e+00 
 2.05000000e+02 -7.69871495e-03  2.05000000e+02 -1.69371729e-03  2.05000000e+02 -6.00000000e+00 
 2.10000000e+02 -7.96600631e-03  2.10000000e+02 -1.75252139e-03  2.10000000e+02 -6.00000000e+00 
 2.15000000e+02 -8.23829897e-03  2.15000000e+02 -1.81242578e-03  2.15000000e+02 -6.00000000e+00 
 2.20000000e+02 -8.51558578e-03  2.20000000e+02 -1.87342887e-03  2.20000000e+02 -6.00000000e+00 
 2.25000000e+02 -8.79786019e-03  2.25000000e+02 -1.93552924e-03  2.25000000e+02 -6.00000000e+00 
 2.30000000e+02 -9.08511622e-03  2.30000000e+02 -1.99872557e-03  2.30000000e+02 -6.00000000e+00 
 2.35000000e+02 -9.37734835e-03  2.35000000e+02 -2.06301664e-03  2.35000000e+02 -6.00000000e+00 
 2.40000000e+02 -9.67455154e-03  2.40000000e+02 -2.12840134e-03  2.40000000e+02 -6.00000000e+00 
 2.45000000e+02 -9.97672113e-03  2.45000000e+02 -2.19487865e-03  2.45000000e+02 -6.00000000e+00 
 2.50000000e+02 -1.02838528e-02  2.50000000e+02 -2.26244762e-03  2.50000000e+02 -6.00000000e+00 
 2.55000000e+02 -1.05959427e-02  2.55000000e+02 -2.33110739e-03  2.55000000e+02 -6.00000000e+00 
 2.60000000e+02 -1.09129870e-02  2.60000000e+02 -2.40085714e-03  2.60000000e+02 -6.00000000e+00 
 2.65000000e+02 -1.12349824e-02  2.65000000e+02 -2.47169612e-03  2.65000000e+02 -6.00000000e+00 
 2.70000000e+02 -1.15619257e-02  2.70000000e+02 -2.54362365e-03  2.70000000e+02 -6.00000000e+00 
 2.75000000e+02 -1.18938140e-02  2.75000000e+02 -2.61663909e-03  2.75000000e+02 -6.00000000e+00 
 2.80000000e+02 -1.22306446e-02  2.80000000e+02 -2.69074182e-03  2.80000000e+02 -6.00000000e+00 
 2.85000000e+02 -1.25724150e-02  2.85000000e+02 -2.76593129e-03  2.85000000e+02 -6.00000000e+00 
 2.90000000e+02 -1.29191227e-02  2.90000000e+02 -2.84220699e-03  2.90000000e+02 -6.00000000e+00 
 2.95000000e+02 -1.32707656e-02  2.95000000e+02 -2.91956843e-03  2.95000000e+02 -6.00000000e+00 
 3.00000000e+02 -1.36273416e-02  3.00000000e+02 -2.99801516e-03  3.00000000e+02 -6.00000000e+00 
 3.05000000e+02 -1.39888488e-02  3.05000000e+02 -3.07754674e-03  3.05000000e+02 -6.00000000e+00 
 3.10000000e+02 -1.43552854e-02  3.10000000e+02 -3.15816279e-03  3.10000000e+02 -6.00000000e+00 
 3.15000000e+02 -1.47266497e-02  3.15000000e+02 -3.23986294e-03  3.15000000e+02 -6.00000000e+00 
 3.20000000e+02 -1.51029401e-02  3.20000000e+02 -3.32264682e-03  3.20000000e+02 -6.00000000e+00 
 3.25000000e+02 -1.54841551e-02  3.25000000e+02 -3.40651412e-03  3.25000000e+02 -6.00000000e+00 
 3.30000000e+02 -1.58702933e-02  3.30000000e+02 -3.49146452e-03  3.30000000e+02 -6.00000000e+00 
 3.35000000e+02 -1.62613534e-02  3.35000000e+02 -3.57749774e-03  3.35000000e+02 -6.00000000e+00 
 3.40000000e+02 -1.66573341e-02  3.40000000e+02 -3.66461350e-03  3.40000000e+02 -6.00000000e+00 
 3.45000000e+02 -1.70582343e-02  3.45000000e+02 -3.75281154e-03  3.45000000e+02 -6.00000000e+00 
 3.50000000e+02 -1.74640529e-02  3.50000000e+02 -3.84209163e-03  3.50000000e+02 -6.00000000e+00 
 3.55000000e+02 -1.78747887e-02  3.55000000e+02 -3.93245352e-03  3.55000000e+02 -6.00000000e+00 
 3.60000000e+02 -1.82904410e-02  3.60000000e+02 -4.02389701e-03  3.60000000e+02 -6.00000000e+00 
 3.65000000e+02 -1.87110086e-02  3.65000000e+02 -4.11642189e-03  3.65000000e+02 -6.00000000e+00 
 3.70000000e+02 -1.91364908e-02  3.70000000e+02 -4.21002797e-03  3.70000000e+02 -6.00000000e+00 
 3.75000000e+02 -1.95668866e-02  3.75000000e+02 -4.30471505e-03  3.75000000e+02 -6.00000000e+00 
 3.80000000e+02 -2.00021953e-02  3.80000000e+02 -4.40048297e-03  3.80000000e+02 -6.00000000e+00 
 3.85000000e+02 -2.04424162e-02  3.85000000e+02 -4.49733156e-03  3.85000000e+02 -6.00000000e+00 
 3.90000000e+02 -2.08875485e-02  3.90000000e+02 -4.59526067e-03  3.90000000e+02 -6.00000000e+00 
 3.95000000e+02 -2.13375915e-02  3.95000000e+02 -4.69427014e-03  3.95000000e+02 -6.00000000e+00 
 4.00000000e+02 -2.17925447e-02  4.00000000e+02 -4.79435983e-03  4.00000000e+02 -6.00000000e+00 
 4.05000000e+02 -2.22524073e-02  4.05000000e+02 -4.89552961e-03  4.05000000e+02 -6.00000000e+00 
 4.10000000e+02 -2.27171789e-02  4.10000000e+02 -4.99777935e-03  4.10000000e+02 -6.00000000e+00 
 4.15000000e+02 -2.31868588e-02  4.15000000e+02 -5.10110893e-03  4.15000000e+02 -6.00000000e+00 
 4.20000000e+02 -2.36614465e-02  4.20000000e+02 -5.20551823e-03  4.20000000e+02 -6.00000000e+00 
 4.25000000e+02 -2.41409416e-02  4.25000000e+02 -5.31100715e-03  4.25000000e+02 -6.00000000e+00 
 4.30000000e+02 -2.46253435e-02  4.30000000e+02 -5.41757556e-03  4.30000000e+02 -6.00000000e+00 
 4.35000000e+02 -2.51146518e-02  4.35000000e+02 -5.52522339e-03  4.35000000e+02 -6.00000000e+00 
 4.40000000e+02 -2.56088660e-02  4.40000000e+02 -5.63395052e-03  4.40000000e+02 -6.00000000e+00 
 4.45000000e+02 -2.61079857e-02  4.45000000e+02 -5.74375686e-03  4.45000000e+02 -6.00000000e+00 
 4.50000000e+02 -2.66120106e-02  4.50000000e+02 -5.85464234e-03  4.50000000e+02 -6.00000000e+00 
 4.55000000e+02 -2.71209403e-02  4.55000000e+02 -5.96660686e-03  4.55000000e+02 -6.00000000e+00 
 4.60000000e+02 -2.76347743e-02  4.60000000e+02 -6.07965034e-03  4.60000000e+02 -6.00000000e+00 
 4.65000000e+02 -2.81535123e-02  4.65000000e+02 -6.19377271e-03  4.65000000e+02 -6.00000000e+00 
 4.70000000e+02 -2.86771541e-02  4.70000000e+02 -6.30897390e-03  4.70000000e+02 -6.00000000e+00 
 4.75000000e+02 -2.92056992e-02  4.75000000e+02 -6.42525382e-03  4.75000000e+02 -6.00000000e+00 
 4.80000000e+02 -2.97391474e-02  4.80000000e+02 -6.54261242e-03  4.80000000e+02 -6.00000000e+00 
 4.85000000e+02 -3.02774983e-02  4.85000000e+02 -6.66104963e-03  4.85000000e+02 -6.00000000e+00 
 4.90000000e+02 -3.08207518e-02  4.90000000e+02 -6.78056539e-03  4.90000000e+02 -6.00000000e+00 
 4.95000000e+02 -3.13689074e-02  4.95000000e+02 -6.90115963e-03  4.95000000e+02 -6.00000000e+00 
 5.00000000e+02 -3.19219650e-02  5.00000000e+02 -7.02283231e-03  5.00000000e+02 -6.00000000e+00 
 0.00000000e+00 -0.00000000e+00  0.00000000e+00 -5.81395349e-28  0.00000000e+00 -5.00000000e+00 
 5.00000000e+00 -1.01334707e-03  5.00000000e+00 -1.00397061e-03  5.00000000e+00 -5.00000000e+00 
 1.00000000e+01 -2.76498909e-03  1.00000000e+01 -1.41287722e-03  1.00000000e+01 -5.00000000e+00 
 1.50000000e+01 -3.91399782e-03  1.50000000e+01 -1.42316271e-03  1.50000000e+01 -5.00000000e+00 
 2.00000000e+01 -4.61202571e-03  2.00000000e+01 -1.37557735e-03  2.00000000e+01 -5.00000000e+00 
 2.50000000e+01 -5.04596650e-03  2.50000000e+01 -1.33573164e-03  2.50000000e+01 -5.00000000e+00 
 3.00000000e+01 -5.32487716e-03  3.00000000e+01 -1.31097330e-03  3.00000000e+01 -5.00000000e+00 
 3.50000000e+01 -5.51439965e-03  3.50000000e+01 -1.29902067e-03  3.50000000e+01 -5.00000000e+00 
 4.00000000e+01 -5.65378794e-03  4.00000000e+01 -1.29657573e-03  4.00000000e+01 -5.00000000e+00 
 4.50000000e+01 -5.76691950e-03  4.50000000e+01 -1.30111448e-03  4.50000000e+01 -5.00000000e+00 
 5.00000000e+01 -5.86838245e-03  5.00000000e+01 -1.31094868e-03  5.00000000e+01 -5.00000000e+00 
 5.50000000e+01 -5.96705520e-03  5.50000000e+01 -1.32499517e-03  5.50000000e+01 -5.00000000e+00 
 6.00000000e+01 -6.06827935e-03  6.00000000e+01 -1.34256103e-03  6.00000000e+01 -5.00000000e+00 
 6.50000000e+01 -6.17520047e-03  6.50000000e+01 -1.36319311e-03  6.50000000e+01 -5.00000000e+00 
 7.00000000e+01 -6.28564900e-03  7.00000000e+01 -1.38524693e-03  7.00000000e+01 -5.00000000e+00 
 7.50000000e+01 -6.40806741e-03  7.50000000e+01 -1.41126375e-03  7.50000000e+01 -5.00000000e+00 
 8.00000000e+01 -6.53959573e-03  8.00000000e+01 -1.43963350e-03  8.00000000e+01 -5.00000000e+00 
 8.50000000e+01 -6.68022469e-03  8.50000000e+01 -1.47022145e-03  8.50000000e+01 -5.00000000e+00 
 9.00000000e+01 -6.82983660e-03  9.00000000e+01 -1.50291905e-03  9.00000000e+01 -5.00000000e+00 
 9.50000000e+01 -6.98823150e-03  9.50000000e+01 -1.53763140e-03  9.50000000e+01 -5.00000000e+00 
 1.00000000e+02 -7.15516906e-03  1.00000000e+02 -1.57427420e-03  1.00000000e+02 -5.00000000e+00 
 1.05000000e+02 -7.33039407e-03  1.05000000e+02 -1.61277187e-03  1.05000000e+02 -5.00000000e+00 
 1.10000000e+02 -7.51365175e-03  1.10000000e+02 -1.65305636e-03  1.10000000e+02 -5.00000000e+00 
 1.15000000e+02 -7.70469653e-03  1.15000000e+02 -1.69506620e-03  1.15000000e+02 -5.00000000e+00 
 1.20000000e+02 -7.90329678e-03  1.20000000e+02 -1.73874581e-03  1.20000000e+02 -5.00000000e+00 
 1.25000000e+02 -8.10923701e-03  1.25000000e+02 -1.78404491e-03  1.25000000e+02 -5.00000000e+00 
 1.30000000e+02 -8.32231859e-03  1.30000000e+02 -1.83091804e-03  1.30000000e+02 -5.00000000e+00 
 1.35000000e+02 -8.54235950e-03  1.35000000e+02 -1.87932404e-03  1.35000000e+02 -5.00000000e+00 
 1.40000000e+02 -8.76919359e-03  1.40000000e+02 -1.92922567e-03  1.40000000e+02 -5.00000000e+00 
 1.45000000e+02 -9.00266955e-03  1.45000000e+02 -1.98058922e-03  1.45000000e+02 -5.00000000e+00 
 1.50000000e+02 -9.24264978e-03  1.50000000e+02 -2.03338415e-03  1.50000000e+02 -5.00000000e+00 
 1.55000000e+02 -9.48900923e-03  1.55000000e+02 -2.08758277e-03  1.55000000e+02 -5.00000000e+00 
 1.60000000e+02 -9.74163423e-03  1.60000000e+02 -2.14315999e-03  1.60000000e+02 -5.00000000e+00 
 1.65000000e+02 -1.00004215e-02  1.65000000e+02 -2.20009301e-03  1.65000000e+02 -5.00000000e+00 
 1.70000000e+02 -1.02652770e-02  1.70000000e+02 -2.25836111e-03  1.70000000e+02 -5.00000000e+00 
 1.75000000e+02 -1.05361151e-02  1.75000000e+02 -2.31794544e-03  1.75000000e+02 -5.00000000e+00 
 1.80000000e+02 -1.08128580e-02  1.80000000e+02 -2.37882884e-03  1.80000000e+02 -5.00000000e+00 
 1.85000000e+02 -1.10954345e-02  1.85000000e+02 -2.44099564e-03  1.85000000e+02 -5.00000000e+00 
 1.90000000e+02 -1.13837796e-02  1.90000000e+02 -2.50443154e-03  1.90000000e+02 -5.00000000e+00 
 1.95000000e+02 -1.16778339e-02  1.95000000e+02 -2.56912346e-03  1.95000000e+02 -5.00000000e+00 
 2.00000000e+02 -1.19775429e-02  2.00000000e+02 -2.63505944e-03  2.00000000e+02 -5.00000000e+00 
 2.05000000e+02 -1.22828568e-02  2.05000000e+02 -2.70222850e-03  2.05000000e+02 -5.00000000e+00 
 2.10000000e+02 -1.25937298e-02  2.10000000e+02 -2.77062056e-03  2.10000000e+02 -5.00000000e+00 
 2.15000000e+02 -1.29101198e-02  2.15000000e+02 -2.84022635e-03  2.15000000e+02 -5.00000000e+00 
 2.20000000e+02 -1.32319880e-02  2.20000000e+02 -2.91103735e-03  2.20000000e+02 -5.00000000e+00 
 2.25000000e+02 -1.35592987e-02  2.25000000e+02 -2.98304571e-03  2.25000000e+02 -5.00000000e+00 
 2.30000000e+02 -1.38920190e-02  2.30000000e+02 -3.05624417e-03  2.30000000e+02 -5.00000000e+00 
 2.35000000e+02 -1.42301183e-02  2.35000000e+02 -3.13062604e-03  2.35000000e+02 -5.00000000e+00 
 2.40000000e+02 -1.45735686e-02  2.40000000e+02 -3.20618510e-03  2.40000000e+02 -5.00000000e+00 
 2.45000000e+02 -1.49223438e-02  2.45000000e+02 -3.28291563e-03  2.45000000e+02 -5.00000000e+00 
 2.50000000e+02 -1.52764195e-02  2.50000000e+02 -3.36081230e-03  2.50000000e+02 -5.00000000e+00 
 2.55000000e+02 -1.56357734e-02  2.55000000e+02 -3.43987016e-03  2.55000000e+02 -5.00000000e+00 
 2.60000000e+02 -1.60003846e-02  2.60000000e+02 -3.52008462e-03  2.60000000e+02 -5.00000000e+00 
 2.65000000e+02 -1.63702336e-02  2.65000000e+02 -3.60145140e-03  2.65000000e+02 -5.00000000e+00 
 2.70000000e+02 -1.67453024e-02  2.70000000e+02 -3.68396652e-03  2.70000000e+02 -5.00000000e+00 
 2.75000000e+02 -1.71255739e-02  2.75000000e+02 -3.76762627e-03  2.75000000e+02 -5.00000000e+00 
 2.80000000e+02 -1.75110326e-02  2.80000000e+02 -3.85242717e-03  2.80000000e+02 -5.00000000e+00 
 2.85000000e+02 -1.79016636e-02  2.85000000e+02 -3.93836599e-03  2.85000000e+02 -5.00000000e+00 
 2.90000000e+02 -1.82974531e-02  2.90000000e+02 -4.02543969e-03  2.90000000e+02 -5.00000000e+00 
 2.95000000e+02 -1.86983883e-02  2.95000000e+02 -4.11364543e-03  2.95000000e+02 -5.00000000e+00 
 3.00000000e+02 -1.91044571e-02  3.00000000e+02 -4.20298056e-03  3.00000000e+02 -5.00000000e+00 
 3.05000000e+02 -1.95156481e-02  3.05000000e+02 -4.29344257e-03  3.05000000e+02 -5.00000000e+00 
 3.10000000e+02 -1.99319506e-02  3.10000000e+02 -4.38502913e-03  3.10000000e+02 -5.00000000e+00 
 3.15000000e+02 -2.03533547e-02  3.15000000e+02 -4.47773803e-03  3.15000000e+02 -5.00000000e+00 
 3.20000000e+02 -2.07798509e-02  3.20000000e+02 -4.57156719e-03  3.20000000e+02 -5.00000000e+00 
 3.25000000e+02 -2.12114303e-02  3.25000000e+02 -4.66651467e-03  3.25000000e+02 -5.00000000e+00 
 3.30000000e+02 -2.16480847e-02  3.30000000e+02 -4.76257864e-03  3.30000000e+02 -5.00000000e+00 
 3.35000000e+02 -2.20898061e-02  3.35000000e+02 -4.85975734e-03  3.35000000e+02 -5.00000000e+00 
 3.40000000e+02 -2.25365871e-02  3.40000000e+02 -4.95804916e-03  3.40000000e+02 -5.00000000e+00 
 3.45000000e+02 -2.29884207e-02  3.45000000e+02 -5.05745254e-03  3.45000000e+02 -5.00000000e+00 
 3.50000000e+02 -2.34453002e-02  3.50000000e+02 -5.15796603e-03  3.50000000e+02 -5.00000000e+00 
 3.55000000e+02 -2.39072193e-02  3.55000000e+02 -5.25958825e-03  3.55000000e+02 -5.00000000e+00 
 3.60000000e+02 -2.43741722e-02  3.60000000e+02 -5.36231788e-03  3.60000000e+02 -5.00000000e+00 
 3.65000000e+02 -2.48461532e-02  3.65000000e+02 -5.46615370e-03  3.65000000e+02 -5.00000000e+00 
 3.70000000e+02 -2.53231569e-02  3.70000000e+02 -5.57109452e-03  3.70000000e+02 -5.00000000e+00 
 3.75000000e+02 -2.58051783e-02  3.75000000e+02 -5.67713923e-03  3.75000000e+02 -5.00000000e+00 
 3.80000000e+02 -2.62922127e-02  3.80000000e+02 -5.78428679e-03  3.80000000e+02 -5.00000000e+00 
 3.85000000e+02 -2.67842553e-02  3.85000000e+02 -5.89253617e-03  3.85000000e+02 -5.00000000e+00 
 3.90000000e+02 -2.72813020e-02  3.90000000e+02 -6.00188645e-03  3.90000000e+02 -5.00000000e+00 
 3.95000000e+02 -2.77833486e-02  3.95000000e+02 -6.11233669e-03  3.95000000e+02 -5.00000000e+00 
 4.00000000e+02 -2.82903912e-02  4.00000000e+02 -6.22388606e-03  4.00000000e+02 -5.00000000e+00 
 4.05000000e+02 -2.88024260e-02  4.05000000e+02 -6.33653371e-03  4.05000000e+02 -5.00000000e+00 
 4.10000000e+02 -2.93194495e-02  4.10000000e+02 -6.45027888e-03  4.10000000e+02 -5.00000000e+00 
 4.15000000e+02 -2.98414583e-02  4.15000000e+02 -6.56512082e-03  4.15000000e+02 -5.00000000e+00 
 4.20000000e+02 -3.03684492e-02  4.20000000e+02 -6.68105881e-03  4.20000000e+02 -5.00000000e+00 
 4.25000000e+02 -3.09004190e-02  4.25000000e+02 -6.79809219e-03  4.25000000e+02 -5.00000000e+00 
 4.30000000e+02 -3.14373650e-02  4.30000000e+02 -6.91622029e-03  4.30000000e+02 -5.00000000e+00 
 4.35000000e+02 -3.19792842e-02  4.35000000e+02 -7.03544252e-03  4.35000000e+02 -5.00000000e+00 
 4.40000000e+02 -3.25261739e-02  4.40000000e+02 -7.15575826e-03  4.40000000e+02 -5.00000000e+00 
 4.45000000e+02 -3.30780317e-02  4.45000000e+02 -7.27716697e-03  4.45000000e+02 -5.00000000e+00 
 4.50000000e+02 -3.36348550e-02  4.50000000e+02 -7.39966809e-03  4.50000000e+02 -5.00000000e+00 
 4.55000000e+02 -3.41966415e-02  4.55000000e+02 -7.52326113e-03  4.55000000e+02 -5.00000000e+00 
 4.60000000e+02 -3.47633889e-02  4.60000000e+02 -7.64794557e-03  4.60000000e+02 -5.00000000e+00 
 4.65000000e+02 -3.53350952e-02  4.65000000e+02 -7.77372095e-03  4.65000000e+02 -5.00000000e+00 
 4.70000000e+02 -3.59117582e-02  4.70000000e+02 -7.90058681e-03  4.70000000e+02 -5.00000000e+00 
 4.75000000e+02 -3.64933760e-02  4.75000000e+02 -8.02854272e-03  4.75000000e+02 -5.00000000e+00 
 4.80000000e+02 -3.70799466e-02  4.80000000e+02 -8.15758826e-03  4.80000000e+02 -5.00000000e+00 
 4.85000000e+02 -3.76714683e-02  4.85000000e+02 -8.28772303e-03  4.85000000e+02 -5.00000000e+00 
 4.90000000e+02 -3.82679393e-02  4.90000000e+02 -8.41894664e-03  4.90000000e+02 -5.00000000e+00 
 4.95000000e+02 -3.88693579e-02  4.95000000e+02 -8.55125874e-03  4.95000000e+02 -5.00000000e+00 
 5.00000000e+02 -3.94757225e-02  5.00000000e+02 -8.68465896e-03  5.00000000e+02 -5.00000000e+00 
 0.00000000e+00 -0.00000000e+00  0.00000000e+00 -5.81395349e-28  0.00000000e+00 -4.00000000e+00 
 5.00000000e+00 -2.13944143e-03  5.00000000e+00 -2.11964527e-03  5.00000000e+00 -4.00000000e+00 
 1.00000000e+01 -5.83105842e-03  1.00000000e+01 -2.97960294e-03  1.00000000e+01 -4.00000000e+00 
 1.50000000e+01 -8.24357863e-03  1.50000000e+01 -2.99743492e-03  1.50000000e+01 -4.00000000e+00 
 2.00000000e+01 -9.70037494e-03  2.00000000e+01 -2.89322240e-03  2.00000000e+01 -4.00000000e+00 
 2.50000000e+01 -1.05963548e-02  2.50000000e+01 -2.80499018e-03  2.50000000e+01 -4.00000000e+00 
 3.00000000e+01 -1.11593786e-02  3.00000000e+01 -2.74741500e-03  3.00000000e+01 -4.00000000e+00 
 3.50000000e+01 -1.15244317e-02  3.50000000e+01 -2.71479688e-03  3.50000000e+01 -4.00000000e+00 
 4.00000000e+01 -1.17710630e-02  4.00000000e+01 -2.69944234e-03  4.00000000e+01 -4.00000000e+00 
 4.50000000e+01 -1.19474253e-02  4.50000000e+01 -2.69554100e-03  4.50000000e+01 -4.00000000e+00 
 5.00000000e+01 -1.20832525e-02  5.00000000e+01 -2.69929986e-03  5.00000000e+01 -4.00000000e+00 
 5.50000000e+01 -1.22057043e-02  5.50000000e+01 -2.70602343e-03  5.50000000e+01 -4.00000000e+00 
 6.00000000e+01 -1.23045778e-02  6.00000000e+01 -2.71968887e-03  6.00000000e+01 -4.00000000e+00 
 6.50000000e+01 -1.24028160e-02  6.50000000e+01 -2.73636967e-03  6.50000000e+01 -4.00000000e+00 
 7.00000000e+01 -1.25046764e-02  7.00000000e+01 -2.75576835e-03  7.00000000e+01 -4.00000000e+00 
 7.50000000e+01 -1.26129033e-02  7.50000000e+01 -2.77773921e-03  7.50000000e+01 -4.00000000e+00 
 8.00000000e+01 -1.27292496e-02  8.00000000e+01 -2.80221123e-03  8.00000000e+01 -4.00000000e+00 
 8.50000000e+01 -1.28548052e-02  8.50000000e+01 -2.82914580e-03  8.50000000e+01 -4.00000000e+00 
 9.00000000e+01 -1.29902129e-02  9.00000000e+01 -2.85851451e-03  9.00000000e+01 -4.00000000e+00 
 9.50000000e+01 -1.31358121e-02  9.50000000e+01 -2.89028842e-03  9.50000000e+01 -4.00000000e+00 
 1.00000000e+02 -1.32917364e-02  1.00000000e+02 -2.92443365e-03  1.00000000e+02 -4.00000000e+00 
 1.05000000e+02 -1.34579806e-02  1.05000000e+02 -2.96091036e-03  1.05000000e+02 -4.00000000e+00 
 1.10000000e+02 -1.36344464e-02  1.10000000e+02 -2.99967328e-03  1.10000000e+02 -4.00000000e+00 
 1.15000000e+02 -1.38209749e-02  1.15000000e+02 -3.04067297e-03  1.15000000e+02 -4.00000000e+00 
 1.20000000e+02 -1.40173689e-02  1.20000000e+02 -3.08385716e-03  1.20000000e+02 -4.00000000e+00 
 1.25000000e+02 -1.42234088e-02  1.25000000e+02 -3.12917211e-03  1.25000000e+02 -4.00000000e+00 
 1.30000000e+02 -1.44388638e-02  1.30000000e+02 -3.17656369e-03  1.30000000e+02 -4.00000000e+00 
 1.35000000e+02 -1.46634995e-02  1.35000000e+02 -3.22597831e-03  1.35000000e+02 -4.00000000e+00 
 1.40000000e+02 -1.48970835e-02  1.40000000e+02 -3.27736355e-03  1.40000000e+02 -4.00000000e+00 
 1.45000000e+02 -1.51393887e-02  1.45000000e+02 -3.33066871e-03  1.45000000e+02 -4.00000000e+00 
 1.50000000e+02 -1.53901961e-02  1.50000000e+02 -3.38584512e-03  1.50000000e+02 -4.00000000e+00 
 1.55000000e+02 -1.56492962e-02  1.55000000e+02 -3.44284637e-03  1.55000000e+02 -4.00000000e+00 
 1.60000000e+02 -1.59164894e-02  1.60000000e+02 -3.50162843e-03  1.60000000e+02 -4.00000000e+00 
 1.65000000e+02 -1.61915873e-02  1.65000000e+02 -3.56214967e-03  1.65000000e+02 -4.00000000e+00 
 1.70000000e+02 -1.64744119e-02  1.70000000e+02 -3.62437090e-03  1.70000000e+02 -4.00000000e+00 
 1.75000000e+02 -1.67647959e-02  1.75000000e+02 -3.68825528e-03  1.75000000e+02 -4.00000000e+00 
 1.80000000e+02 -1.70625825e-02  1.80000000e+02 -3.75376827e-03  1.80000000e+02 -4.00000000e+00 
 1.85000000e+02 -1.73676247e-02  1.85000000e+02 -3.82087750e-03  1.85000000e+02 -4.00000000e+00 
 1.90000000e+02 -1.76797848e-02  1.90000000e+02 -3.88955270e-03  1.90000000e+02 -4.00000000e+00 
 1.95000000e+02 -1.79989343e-02  1.95000000e+02 -3.95976557e-03  1.95000000e+02 -4.00000000e+00 
 2.00000000e+02 -1.83249530e-02  2.00000000e+02 -4.03148968e-03  2.00000000e+02 -4.00000000e+00 
 2.05000000e+02 -1.86577287e-02  2.05000000e+02 -4.10470032e-03  2.05000000e+02 -4.00000000e+00 
 2.10000000e+02 -1.89971565e-02  2.10000000e+02 -4.17937444e-03  2.10000000e+02 -4.00000000e+00 
 2.15000000e+02 -1.93431385e-02  2.15000000e+02 -4.25549047e-03  2.15000000e+02 -4.00000000e+00 
 2.20000000e+02 -1.96955832e-02  2.20000000e+02 -4.33302830e-03  2.20000000e+02 -4.00000000e+00 
 2.25000000e+02 -2.00544051e-02  2.25000000e+02 -4.41196912e-03  2.25000000e+02 -4.00000000e+00 
 2.30000000e+02 -2.04195244e-02  2.30000000e+02 -4.49229536e-03  2.30000000e+02 -4.00000000e+00 
 2.35000000e+02 -2.07908663e-02  2.35000000e+02 -4.57399059e-03  2.35000000e+02 -4.00000000e+00 
 2.40000000e+02 -2.11683610e-02  2.40000000e+02 -4.65703942e-03  2.40000000e+02 -4.00000000e+00 
 2.45000000e+02 -2.15519431e-02  2.45000000e+02 -4.74142748e-03  2.45000000e+02 -4.00000000e+00 
 2.50000000e+02 -2.19415513e-02  2.50000000e+02 -4.82714129e-03  2.50000000e+02 -4.00000000e+00 
 2.55000000e+02 -2.23371283e-02  2.55000000e+02 -4.91416823e-03  2.55000000e+02 -4.00000000e+00 
 2.60000000e+02 -2.27386203e-02  2.60000000e+02 -5.00249646e-03  2.60000000e+02 -4.00000000e+00 
 2.65000000e+02 -2.31459767e-02  2.65000000e+02 -5.09211488e-03  2.65000000e+02 -4.00000000e+00 
 2.70000000e+02 -2.35591503e-02  2.70000000e+02 -5.18301308e-03  2.70000000e+02 -4.00000000e+00 
 2.75000000e+02 -2.39780966e-02  2.75000000e+02 -5.27518125e-03  2.75000000e+02 -4.00000000e+00 
 2.80000000e+02 -2.44027737e-02  2.80000000e+02 -5.36861022e-03  2.80000000e+02 -4.00000000e+00 
 2.85000000e+02 -2.48331423e-02  2.85000000e+02 -5.46329131e-03  2.85000000e+02 -4.00000000e+00 
 2.90000000e+02 -2.52691655e-02  2.90000000e+02 -5.55921640e-03  2.90000000e+02 -4.00000000e+00 
 2.95000000e+02 -2.57108083e-02  2.95000000e+02 -5.65637782e-03  2.95000000e+02 -4.00000000e+00 
 3.00000000e+02 -2.61580379e-02  3.00000000e+02 -5.75476833e-03  3.00000000e+02 -4.00000000e+00 
 3.05000000e+02 -2.66108233e-02  3.05000000e+02 -5.85438114e-03  3.05000000e+02 -4.00000000e+00 
 3.10000000e+02 -2.70691355e-02  3.10000000e+02 -5.95520980e-03  3.10000000e+02 -4.00000000e+00 
