 1.75000000e+02 -1.60312017e-02  1.75000000e+02 -3.20624050e-03  1.75000000e+02 -1.50000000e+00 
 1.80000000e+02 -1.61689206e-02  1.80000000e+02 -3.23378422e-03  1.80000000e+02 -1.50000000e+00 
 1.85000000e+02 -1.63086681e-02  1.85000000e+02 -3.26173368e-03  1.85000000e+02 -1.50000000e+00 
 1.90000000e+02 -1.64504747e-02  1.90000000e+02 -3.29009498e-03  1.90000000e+02 -1.50000000e+00 
 1.95000000e+02 -1.65943664e-02  1.95000000e+02 -3.31887331e-03  1.95000000e+02 -1.50000000e+00 
 2.00000000e+02 -1.67403653e-02  2.00000000e+02 -3.34807308e-03  2.00000000e+02 -1.50000000e+00 
 2.05000000e+02 -1.68884898e-02  2.05000000e+02 -3.37769797e-03  2.05000000e+02 -1.50000000e+00 
 2.10000000e+02 -1.70387549e-02  2.10000000e+02 -3.40775098e-03  2.10000000e+02 -1.50000000e+00 
 2.15000000e+02 -1.71911727e-02  2.15000000e+02 -3.43823454e-03  2.15000000e+02 -1.50000000e+00 
 2.20000000e+02 -1.73457525e-02  2.20000000e+02 -3.46915051e-03  2.20000000e+02 -1.50000000e+00 
 2.25000000e+02 -1.75025015e-02  2.25000000e+02 -3.50050030e-03  2.25000000e+02 -1.50000000e+00 
 2.30000000e+02 -1.76614243e-02  2.30000000e+02 -3.53228486e-03  2.30000000e+02 -1.50000000e+00 
 2.35000000e+02 -1.78225239e-02  2.35000000e+02 -3.56450478e-03  2.35000000e+02 -1.50000000e+00 
 2.40000000e+02 -1.79858014e-02  2.40000000e+02 -3.59716028e-03  2.40000000e+02 -1.50000000e+00 
 2.45000000e+02 -1.81512565e-02  2.45000000e+02 -3.63025130e-03  2.45000000e+02 -1.50000000e+00 
 2.50000000e+02 -1.83188875e-02  2.50000000e+02 -3.66377750e-03  2.50000000e+02 -1.50000000e+00 
 2.55000000e+02 -1.84886915e-02  2.55000000e+02 -3.69773829e-03  2.55000000e+02 -1.50000000e+00 
 2.60000000e+02 -1.86606645e-02  2.60000000e+02 -3.73213291e-03  2.60000000e+02 -1.50000000e+00 
 2.65000000e+02 -1.88348019e-02  2.65000000e+02 -3.76696037e-03  2.65000000e+02 -1.50000000e+00 
 2.70000000e+02 -1.90110979e-02  2.70000000e+02 -3.80221957e-03  2.70000000e+02 -1.50000000e+00 
 2.75000000e+02 -1.91895462e-02  2.75000000e+02 -3.83790924e-03  2.75000000e+02 -1.50000000e+00 
 2.80000000e+02 -1.93701401e-02  2.80000000e+02 -3.87402801e-03  2.80000000e+02 -1.50000000e+00 
 2.85000000e+02 -1.95528720e-02  2.85000000e+02 -3.91057441e-03  2.85000000e+02 -1.50000000e+00 
 2.90000000e+02 -1.97377344e-02  2.90000000e+02 -3.94754688e-03  2.90000000e+02 -1.50000000e+00 
 2.95000000e+02 -1.99247190e-02  2.95000000e+02 -3.98494379e-03  2.95000000e+02 -1.50000000e+00 
 3.00000000e+02 -2.01138174e-02  3.00000000e+02 -4.02276348e-03  3.00000000e+02 -1.50000000e+00 
 3.05000000e+02 -2.03050210e-02  3.05000000e+02 -4.06100420e-03  3.05000000e+02 -1.50000000e+00 
 3.10000000e+02 -2.04983211e-02  3.10000000e+02 -4.09966421e-03  3.10000000e+02 -1.50000000e+00 
 3.15000000e+02 -2.06937086e-02  3.15000000e+02 -4.13874172e-03  3.15000000e+02 -1.50000000e+00 
 3.20000000e+02 -2.08911746e-02  3.20000000e+02 -4.17823491e-03  3.20000000e+02 -1.50000000e+00 
 3.25000000e+02 -2.10907099e-02  3.25000000e+02 -4.21814198e-03  3.25000000e+02 -1.50000000e+00 
 3.30000000e+02 -2.12923055e-02  3.30000000e+02 -4.25846111e-03  3.30000000e+02 -1.50000000e+00 
 3.35000000e+02 -2.14959523e-02  3.35000000e+02 -4.29919047e-03  3.35000000e+02 -1.50000000e+00 
 3.40000000e+02 -2.17016413e-02  3.40000000e+02 -4.34032825e-03  3.40000000e+02 -1.50000000e+00 
 3.45000000e+02 -2.19093632e-02  3.45000000e+02 -4.38187265e-03  3.45000000e+02 -1.50000000e+00 
 3.50000000e+02 -2.21191093e-02  3.50000000e+02 -4.42382187e-03  3.50000000e+02 -1.50000000e+00 
 3.55000000e+02 -2.23308707e-02  3.55000000e+02 -4.46617414e-03  3.55000000e+02 -1.50000000e+00 
 3.60000000e+02 -2.25446385e-02  3.60000000e+02 -4.50892770e-03  3.60000000e+02 -1.50000000e+00 
 3.65000000e+02 -2.27604041e-02  3.65000000e+02 -4.55208081e-03  3.65000000e+02 -1.50000000e+00 
 3.70000000e+02 -2.29781589e-02  3.70000000e+02 -4.59563177e-03  3.70000000e+02 -1.50000000e+00 
 3.75000000e+02 -2.31978945e-02  3.75000000e+02 -4.63957889e-03  3.75000000e+02 -1.50000000e+00 
 3.80000000e+02 -2.34196025e-02  3.80000000e+02 -4.68392051e-03  3.80000000e+02 -1.50000000e+00 
 3.85000000e+02 -2.36432750e-02  3.85000000e+02 -4.72865499e-03  3.85000000e+02 -1.50000000e+00 
 3.90000000e+02 -2.38689037e-02  3.90000000e+02 -4.77378074e-03  3.90000000e+02 -1.50000000e+00 
 3.95000000e+02 -2.40964808e-02  3.95000000e+02 -4.81929617e-03  3.95000000e+02 -1.50000000e+00 
 4.00000000e+02 -2.43259987e-02  4.00000000e+02 -4.86519974e-03  4.00000000e+02 -1.50000000e+00 
 4.05000000e+02 -2.45574497e-02  4.05000000e+02 -4.91148995e-03  4.05000000e+02 -1.50000000e+00 
 4.10000000e+02 -2.47908265e-02  4.10000000e+02 -4.95816530e-03  4.10000000e+02 -1.50000000e+00 
 4.15000000e+02 -2.50261217e-02  4.15000000e+02 -5.00522434e-03  4.15000000e+02 -1.50000000e+00 
 4.20000000e+02 -2.52633282e-02  4.20000000e+02 -5.05266564e-03  4.20000000e+02 -1.50000000e+00 
 4.25000000e+02 -2.55024392e-02  4.25000000e+02 -5.10048783e-03  4.25000000e+02 -1.50000000e+00 
 4.30000000e+02 -2.57434477e-02  4.30000000e+02 -5.14868954e-03  4.30000000e+02 -1.50000000e+00 
 4.35000000e+02 -2.59863471e-02  4.35000000e+02 -5.19726943e-03  4.35000000e+02 -1.50000000e+00 
 4.40000000e+02 -2.62311310e-02  4.40000000e+02 -5.24622620e-03  4.40000000e+02 -1.50000000e+00 
 4.45000000e+02 -2.64777930e-02  4.45000000e+02 -5.29555860e-03  4.45000000e+02 -1.50000000e+00 
 4.50000000e+02 -2.67263268e-02  4.50000000e+02 -5.34526536e-03  4.50000000e+02 -1.50000000e+00 
 4.55000000e+02 -2.69767264e-02  4.55000000e+02 -5.39534529e-03  4.55000000e+02 -1.50000000e+00 
 4.60000000e+02 -2.72289860e-02  4.60000000e+02 -5.44579720e-03  4.60000000e+02 -1.50000000e+00 
 4.65000000e+02 -2.74830996e-02  4.65000000e+02 -5.49661992e-03  4.65000000e+02 -1.50000000e+00 
 4.70000000e+02 -2.77390617e-02  4.70000000e+02 -5.54781235e-03  4.70000000e+02 -1.50000000e+00 
 4.75000000e+02 -2.79968668e-02  4.75000000e+02 -5.59937336e-03  4.75000000e+02 -1.50000000e+00 
 4.80000000e+02 -2.82565095e-02  4.80000000e+02 -5.65130190e-03  4.80000000e+02 -1.50000000e+00 
 4.85000000e+02 -2.85179846e-02  4.85000000e+02 -5.70359691e-03  4.85000000e+02 -1.50000000e+00 
 4.90000000e+02 -2.87812869e-02  4.90000000e+02 -5.75625737e-03  4.90000000e+02 -1.50000000e+00 
 4.95000000e+02 -2.90464114e-02  4.95000000e+02 -5.80928228e-03  4.95000000e+02 -1.50000000e+00 
 5.00000000e+02 -2.93133534e-02  5.00000000e+02 -5.86267068e-03  5.00000000e+02 -1.50000000e+00 
 0.00000000e+00 -0.00000000e+00  0.00000000e+00 -4.20168067e-27  0.00000000e+00 -1.00000000e+00 
 5.00000000e+00 -4.38147209e-03  5.00000000e+00 -4.25330107e-03  5.00000000e+00 -1.00000000e+00 
 1.00000000e+01 -1.19677786e-02  1.00000000e+01 -5.87603992e-03  1.00000000e+01 -1.00000000e+00 
 1.50000000e+01 -1.69614264e-02  1.50000000e+01 -5.82808956e-03  1.50000000e+01 -1.00000000e+00 
 2.00000000e+01 -2.00105384e-02  2.00000000e+01 -5.56810884e-03  2.00000000e+01 -1.00000000e+00 
 2.50000000e+01 -2.19160404e-02  2.50000000e+01 -5.36313441e-03  2.50000000e+01 -1.00000000e+00 
 3.00000000e+01 -2.31405077e-02  3.00000000e+01 -5.23433305e-03  3.00000000e+01 -1.00000000e+00 
 3.50000000e+01 -2.39574433e-02  3.50000000e+01 -5.16447802e-03  3.50000000e+01 -1.00000000e+00 
 4.00000000e+01 -2.45268595e-02  4.00000000e+01 -5.13417513e-03  4.00000000e+01 -1.00000000e+00 
 4.50000000e+01 -2.49442682e-02  4.50000000e+01 -5.12896302e-03  4.50000000e+01 -1.00000000e+00 
 5.00000000e+01 -2.52674195e-02  5.00000000e+01 -5.13918663e-03  5.00000000e+01 -1.00000000e+00 
 5.50000000e+01 -2.55565485e-02  5.50000000e+01 -5.15485106e-03  5.50000000e+01 -1.00000000e+00 
 6.00000000e+01 -2.57743291e-02  6.00000000e+01 -5.18144098e-03  6.00000000e+01 -1.00000000e+00 
 6.50000000e+01 -2.59716783e-02  6.50000000e+01 -5.21055936e-03  6.50000000e+01 -1.00000000e+00 
 7.00000000e+01 -2.61557692e-02  7.00000000e+01 -5.24105651e-03  7.00000000e+01 -1.00000000e+00 
 7.50000000e+01 -2.63311161e-02  7.50000000e+01 -5.27226684e-03  7.50000000e+01 -1.00000000e+00 
 8.00000000e+01 -2.65006266e-02  8.00000000e+01 -5.30381337e-03  8.00000000e+01 -1.00000000e+00 
 8.50000000e+01 -2.66662009e-02  8.50000000e+01 -5.33549055e-03  8.50000000e+01 -1.00000000e+00 
 9.00000000e+01 -2.68291031e-02  9.00000000e+01 -5.36719366e-03  9.00000000e+01 -1.00000000e+00 
 9.50000000e+01 -2.69901939e-02  9.50000000e+01 -5.39887648e-03  9.50000000e+01 -1.00000000e+00 
 1.00000000e+02 -2.71500757e-02  1.00000000e+02 -5.43052619e-03  1.00000000e+02 -1.00000000e+00 
 1.05000000e+02 -2.73091838e-02  1.05000000e+02 -5.46214852e-03  1.05000000e+02 -1.00000000e+00 
 1.10000000e+02 -2.74678449e-02  1.10000000e+02 -5.49375917e-03  1.10000000e+02 -1.00000000e+00 
 1.15000000e+02 -2.76263141e-02  1.15000000e+02 -5.52537884e-03  1.15000000e+02 -1.00000000e+00 
 1.20000000e+02 -2.77847984e-02  1.20000000e+02 -5.55703045e-03  1.20000000e+02 -1.00000000e+00 
 1.25000000e+02 -2.79434721e-02  1.25000000e+02 -5.58873759e-03  1.25000000e+02 -1.00000000e+00 
 1.30000000e+02 -2.81024868e-02  1.30000000e+02 -5.62052369e-03  1.30000000e+02 -1.00000000e+00 
 1.35000000e+02 -2.82619777e-02  1.35000000e+02 -5.65241161e-03  1.35000000e+02 -1.00000000e+00 
 1.40000000e+02 -2.84220680e-02  1.40000000e+02 -5.68442340e-03  1.40000000e+02 -1.00000000e+00 
 1.45000000e+02 -2.85828714e-02  1.45000000e+02 -5.71658026e-03  1.45000000e+02 -1.00000000e+00 
 1.50000000e+02 -2.87444941e-02  1.50000000e+02 -5.74890247e-03  1.50000000e+02 -1.00000000e+00 
 1.55000000e+02 -2.89070360e-02  1.55000000e+02 -5.78140942e-03  1.55000000e+02 -1.00000000e+00 
 1.60000000e+02 -2.90705911e-02  1.60000000e+02 -5.81411958e-03  1.60000000e+02 -1.00000000e+00 
 1.65000000e+02 -2.92352486e-02  1.65000000e+02 -5.84705056e-03  1.65000000e+02 -1.00000000e+00 
 1.70000000e+02 -2.94010929e-02  1.70000000e+02 -5.88021909e-03  1.70000000e+02 -1.00000000e+00 
 1.75000000e+02 -2.95682037e-02  1.75000000e+02 -5.91364105e-03  1.75000000e+02 -1.00000000e+00 
 1.80000000e+02 -2.97366565e-02  1.80000000e+02 -5.94733150e-03  1.80000000e+02 -1.00000000e+00 
 1.85000000e+02 -2.99065226e-02  1.85000000e+02 -5.98130464e-03  1.85000000e+02 -1.00000000e+00 
 1.90000000e+02 -3.00778691e-02  1.90000000e+02 -6.01557389e-03  1.90000000e+02 -1.00000000e+00 
 1.95000000e+02 -3.02507592e-02  1.95000000e+02 -6.05015188e-03  1.95000000e+02 -1.00000000e+00 
 2.00000000e+02 -3.04252521e-02  2.00000000e+02 -6.08505044e-03  2.00000000e+02 -1.00000000e+00 
 2.05000000e+02 -3.06014033e-02  2.05000000e+02 -6.12028068e-03  2.05000000e+02 -1.00000000e+00 
 2.10000000e+02 -3.07792647e-02  2.10000000e+02 -6.15585296e-03  2.10000000e+02 -1.00000000e+00 
 2.15000000e+02 -3.09588846e-02  2.15000000e+02 -6.19177693e-03  2.15000000e+02 -1.00000000e+00 
 2.20000000e+02 -3.11403079e-02  2.20000000e+02 -6.22806158e-03  2.20000000e+02 -1.00000000e+00 
 2.25000000e+02 -3.13235760e-02  2.25000000e+02 -6.26471520e-03  2.25000000e+02 -1.00000000e+00 
 2.30000000e+02 -3.15087274e-02  2.30000000e+02 -6.30174548e-03  2.30000000e+02 -1.00000000e+00 
 2.35000000e+02 -3.16957974e-02  2.35000000e+02 -6.33915949e-03  2.35000000e+02 -1.00000000e+00 
 2.40000000e+02 -3.18848187e-02  2.40000000e+02 -6.37696373e-03  2.40000000e+02 -1.00000000e+00 
 2.45000000e+02 -3.20758208e-02  2.45000000e+02 -6.41516415e-03  2.45000000e+02 -1.00000000e+00 
 2.50000000e+02 -3.22688308e-02  2.50000000e+02 -6.45376617e-03  2.50000000e+02 -1.00000000e+00 
 2.55000000e+02 -3.24638735e-02  2.55000000e+02 -6.49277471e-03  2.55000000e+02 -1.00000000e+00 
 2.60000000e+02 -3.26609711e-02  2.60000000e+02 -6.53219422e-03  2.60000000e+02 -1.00000000e+00 
 2.65000000e+02 -3.28601437e-02  2.65000000e+02 -6.57202873e-03  2.65000000e+02 -1.00000000e+00 
 2.70000000e+02 -3.30614091e-02  2.70000000e+02 -6.61228182e-03  2.70000000e+02 -1.00000000e+00 
 2.75000000e+02 -3.32647835e-02  2.75000000e+02 -6.65295670e-03  2.75000000e+02 -1.00000000e+00 
 2.80000000e+02 -3.34702810e-02  2.80000000e+02 -6.69405620e-03  2.80000000e+02 -1.00000000e+00 
 2.85000000e+02 -3.36779141e-02  2.85000000e+02 -6.73558282e-03  2.85000000e+02 -1.00000000e+00 
 2.90000000e+02 -3.38876935e-02  2.90000000e+02 -6.77753870e-03  2.90000000e+02 -1.00000000e+00 
 2.95000000e+02 -3.40996286e-02  2.95000000e+02 -6.81992573e-03  2.95000000e+02 -1.00000000e+00 
 3.00000000e+02 -3.43137274e-02  3.00000000e+02 -6.86274548e-03  3.00000000e+02 -1.00000000e+00 
 3.05000000e+02 -3.45299964e-02  3.05000000e+02 -6.90599927e-03  3.05000000e+02 -1.00000000e+00 
 3.10000000e+02 -3.47484409e-02  3.10000000e+02 -6.94968819e-03  3.10000000e+02 -1.00000000e+00 
 3.15000000e+02 -3.49690654e-02  3.15000000e+02 -6.99381308e-03  3.15000000e+02 -1.00000000e+00 
 3.20000000e+02 -3.51918729e-02  3.20000000e+02 -7.03837459e-03  3.20000000e+02 -1.00000000e+00 
 3.25000000e+02 -3.54168658e-02  3.25000000e+02 -7.08337317e-03  3.25000000e+02 -1.00000000e+00 
 3.30000000e+02 -3.56440455e-02  3.30000000e+02 -7.12880909e-03  3.30000000e+02 -1.00000000e+00 
 3.35000000e+02 -3.58734124e-02  3.35000000e+02 -7.17468247e-03  3.35000000e+02 -1.00000000e+00 
 3.40000000e+02 -3.61049663e-02  3.40000000e+02 -7.22099326e-03  3.40000000e+02 -1.00000000e+00 
 3.45000000e+02 -3.63387064e-02  3.45000000e+02 -7.26774129e-03  3.45000000e+02 -1.00000000e+00 
 3.50000000e+02 -3.65746312e-02  3.50000000e+02 -7.31492624e-03  3.50000000e+02 -1.00000000e+00 
 3.55000000e+02 -3.68127384e-02  3.55000000e+02 -7.36254768e-03  3.55000000e+02 -1.00000000e+00 
 3.60000000e+02 -3.70530255e-02  3.60000000e+02 -7.41060511e-03  3.60000000e+02 -1.00000000e+00 
 3.65000000e+02 -3.72954894e-02  3.65000000e+02 -7.45909787e-03  3.65000000e+02 -1.00000000e+00 
 3.70000000e+02 -3.75401264e-02  3.70000000e+02 -7.50802528e-03  3.70000000e+02 -1.00000000e+00 
 3.75000000e+02 -3.77869326e-02  3.75000000e+02 -7.55738652e-03  3.75000000e+02 -1.00000000e+00 
 3.80000000e+02 -3.80359037e-02  3.80000000e+02 -7.60718074e-03  3.80000000e+02 -1.00000000e+00 
 3.85000000e+02 -3.82870351e-02  3.85000000e+02 -7.65740702e-03  3.85000000e+02 -1.00000000e+00 
 3.90000000e+02 -3.85403218e-02  3.90000000e+02 -7.70806436e-03  3.90000000e+02 -1.00000000e+00 
 3.95000000e+02 -3.87957587e-02  3.95000000e+02 -7.75915173e-03  3.95000000e+02 -1.00000000e+00 
 4.00000000e+02 -3.90533402e-02  4.00000000e+02 -7.81066805e-03  4.00000000e+02 -1.00000000e+00 
 4.05000000e+02 -3.93130610e-02  4.05000000e+02 -7.86261219e-03  4.05000000e+02 -1.00000000e+00 
 4.10000000e+02 -3.95749150e-02  4.10000000e+02 -7.91498301e-03  4.10000000e+02 -1.00000000e+00 
 4.15000000e+02 -3.98388965e-02  4.15000000e+02 -7.96777930e-03  4.15000000e+02 -1.00000000e+00 
 4.20000000e+02 -4.01049993e-02  4.20000000e+02 -8.02099986e-03  4.20000000e+02 -1.00000000e+00 
 4.25000000e+02 -4.03732172e-02  4.25000000e+02 -8.07464344e-03  4.25000000e+02 -1.00000000e+00 
 4.30000000e+02 -4.06435440e-02  4.30000000e+02 -8.12870880e-03  4.30000000e+02 -1.00000000e+00 
 4.35000000e+02 -4.09159733e-02  4.35000000e+02 -8.18319466e-03  4.35000000e+02 -1.00000000e+00 
 4.40000000e+02 -4.11904987e-02  4.40000000e+02 -8.23809974e-03  4.40000000e+02 -1.00000000e+00 
 4.45000000e+02 -4.14671137e-02  4.45000000e+02 -8.29342275e-03  4.45000000e+02 -1.00000000e+00 
 4.50000000e+02 -4.17458119e-02  4.50000000e+02 -8.34916237e-03  4.50000000e+02 -1.00000000e+00 
 4.55000000e+02 -4.20265866e-02  4.55000000e+02 -8.40531732e-03  4.55000000e+02 -1.00000000e+00 
 4.60000000e+02 -4.23094314e-02  4.60000000e+02 -8.46188628e-03  4.60000000e+02 -1.00000000e+00 
 4.65000000e+02 -4.25943397e-02  4.65000000e+02 -8.51886793e-03  4.65000000e+02 -1.00000000e+00 
 4.70000000e+02 -4.28813049e-02  4.70000000e+02 -8.57626099e-03  4.70000000e+02 -1.00000000e+00 
 4.75000000e+02 -4.31703207e-02  4.75000000e+02 -8.63406413e-03  4.75000000e+02 -1.00000000e+00 
 4.80000000e+02 -4.34613804e-02  4.80000000e+02 -8.69227607e-03  4.80000000e+02 -1.00000000e+00 
 4.85000000e+02 -4.37544775e-02  4.85000000e+02 -8.75089551e-03  4.85000000e+02 -1.00000000e+00 
 4.90000000e+02 -4.40496058e-02  4.90000000e+02 -8.80992115e-03  4.90000000e+02 -1.00000000e+00 
 4.95000000e+02 -4.43467587e-02  4.95000000e+02 -8.86935173e-03  4.95000000e+02 -1.00000000e+00 
 5.00000000e+02 -4.46459299e-02  5.00000000e+02 -8.92918598e-03  5.00000000e+02 -1.00000000e+00 
 0.00000000e+00 -0.00000000e+00  0.00000000e+00 -4.20168067e-27  0.00000000e+00 -5.00000000e-01 
 5.00000000e+00 -7.32334856e-03  5.00000000e+00 -7.10911895e-03  5.00000000e+00 -5.00000000e-01 
 1.00000000e+01 -1.99822736e-02  1.00000000e+01 -9.81106362e-03  1.00000000e+01 -5.00000000e-01 
 1.50000000e+01 -2.82859578e-02  1.50000000e+01 -9.71929435e-03  1.50000000e+01 -5.00000000e-01 
 2.00000000e+01 -3.33291132e-02  2.00000000e+01 -9.27411975e-03  2.00000000e+01 -5.00000000e-01 
 2.50000000e+01 -3.64566526e-02  2.50000000e+01 -8.92140752e-03  2.50000000e+01 -5.00000000e-01 
 3.00000000e+01 -3.84445320e-02  3.00000000e+01 -8.69607041e-03  3.00000000e+01 -5.00000000e-01 
 3.50000000e+01 -3.97510737e-02  3.50000000e+01 -8.56909243e-03  3.50000000e+01 -5.00000000e-01 
 4.00000000e+01 -4.06441363e-02  4.00000000e+01 -8.50798340e-03  4.00000000e+01 -5.00000000e-01 
 4.50000000e+01 -4.12834311e-02  4.50000000e+01 -8.48857097e-03  4.50000000e+01 -5.00000000e-01 
 5.00000000e+01 -4.17654190e-02  5.00000000e+01 -8.49474489e-03  5.00000000e+01 -5.00000000e-01 
 5.50000000e+01 -4.21906264e-02  5.50000000e+01 -8.50991757e-03  5.50000000e+01 -5.00000000e-01 
 6.00000000e+01 -4.24967028e-02  6.00000000e+01 -8.54310352e-03  6.00000000e+01 -5.00000000e-01 
 6.50000000e+01 -4.27685778e-02  6.50000000e+01 -8.58039888e-03  6.50000000e+01 -5.00000000e-01 
 7.00000000e+01 -4.30181580e-02  7.00000000e+01 -8.61989847e-03  7.00000000e+01 -5.00000000e-01 
 7.50000000e+01 -4.32529338e-02  7.50000000e+01 -8.66050223e-03  7.50000000e+01 -5.00000000e-01 
 8.00000000e+01 -4.34777189e-02  8.00000000e+01 -8.70158714e-03  8.00000000e+01 -5.00000000e-01 
 8.50000000e+01 -4.36956468e-02  8.50000000e+01 -8.74281239e-03  8.50000000e+01 -5.00000000e-01 
 9.00000000e+01 -4.39087880e-02  9.00000000e+01 -8.78400202e-03  9.00000000e+01 -5.00000000e-01 
 9.50000000e+01 -4.41185356e-02  9.50000000e+01 -8.82507479e-03  9.50000000e+01 -5.00000000e-01 
 1.00000000e+02 -4.43258461e-02  1.00000000e+02 -8.86600258e-03  1.00000000e+02 -5.00000000e-01 
 1.05000000e+02 -4.45313916e-02  1.05000000e+02 -8.90678609e-03  1.05000000e+02 -5.00000000e-01 
 1.10000000e+02 -4.47356570e-02  1.10000000e+02 -8.94744076e-03  1.10000000e+02 -5.00000000e-01 
 1.15000000e+02 -4.49390020e-02  1.15000000e+02 -8.98798889e-03  1.15000000e+02 -5.00000000e-01 
 1.20000000e+02 -4.51417020e-02  1.20000000e+02 -9.02845524e-03  1.20000000e+02 -5.00000000e-01 
 1.25000000e+02 -4.53439743e-02  1.25000000e+02 -9.06886482e-03  1.25000000e+02 -5.00000000e-01 
 1.30000000e+02 -4.55459959e-02  1.30000000e+02 -9.10924181e-03  1.30000000e+02 -5.00000000e-01 
 1.35000000e+02 -4.57479155e-02  1.35000000e+02 -9.14960907e-03  1.35000000e+02 -5.00000000e-01 
 1.40000000e+02 -4.59498615e-02  1.40000000e+02 -9.18998813e-03  1.40000000e+02 -5.00000000e-01 
 1.45000000e+02 -4.61519477e-02  1.45000000e+02 -9.23039918e-03  1.45000000e+02 -5.00000000e-01 
 1.50000000e+02 -4.63542771e-02  1.50000000e+02 -9.27086129e-03  1.50000000e+02 -5.00000000e-01 
 1.55000000e+02 -4.65569447e-02  1.55000000e+02 -9.31139252e-03  1.55000000e+02 -5.00000000e-01 
 1.60000000e+02 -4.67600394e-02  1.60000000e+02 -9.35201007e-03  1.60000000e+02 -5.00000000e-01 
 1.65000000e+02 -4.69636455e-02  1.65000000e+02 -9.39273042e-03  1.65000000e+02 -5.00000000e-01 
 1.70000000e+02 -4.71678432e-02  1.70000000e+02 -9.43356946e-03  1.70000000e+02 -5.00000000e-01 
 1.75000000e+02 -4.73727099e-02  1.75000000e+02 -9.47454248e-03  1.75000000e+02 -5.00000000e-01 
 1.80000000e+02 -4.75783202e-02  1.80000000e+02 -9.51566433e-03  1.80000000e+02 -5.00000000e-01 
 1.85000000e+02 -4.77847461e-02  1.85000000e+02 -9.55694941e-03  1.85000000e+02 -5.00000000e-01 
 1.90000000e+02 -4.79920578e-02  1.90000000e+02 -9.59841168e-03  1.90000000e+02 -5.00000000e-01 
 1.95000000e+02 -4.82003232e-02  1.95000000e+02 -9.64006471e-03  1.95000000e+02 -5.00000000e-01 
 2.00000000e+02 -4.84096083e-02  2.00000000e+02 -9.68192170e-03  2.00000000e+02 -5.00000000e-01 
 2.05000000e+02 -4.86199770e-02  2.05000000e+02 -9.72399543e-03  2.05000000e+02 -5.00000000e-01 
 2.10000000e+02 -4.88314915e-02  2.10000000e+02 -9.76629831e-03  2.10000000e+02 -5.00000000e-01 
 2.15000000e+02 -4.90442117e-02  2.15000000e+02 -9.80884234e-03  2.15000000e+02 -5.00000000e-01 
 2.20000000e+02 -4.92581957e-02  2.20000000e+02 -9.85163915e-03  2.20000000e+02 -5.00000000e-01 
 2.25000000e+02 -4.94734998e-02  2.25000000e+02 -9.89469996e-03  2.25000000e+02 -5.00000000e-01 
 2.30000000e+02 -4.96901778e-02  2.30000000e+02 -9.93803556e-03  2.30000000e+02 -5.00000000e-01 
 2.35000000e+02 -4.99082819e-02  2.35000000e+02 -9.98165638e-03  2.35000000e+02 -5.00000000e-01 
 2.40000000e+02 -5.01278620e-02  2.40000000e+02 -1.00255724e-02  2.40000000e+02 -5.00000000e-01 
 2.45000000e+02 -5.03489661e-02  2.45000000e+02 -1.00697932e-02  2.45000000e+02 -5.00000000e-01 
 2.50000000e+02 -5.05716401e-02  2.50000000e+02 -1.01143280e-02  2.50000000e+02 -5.00000000e-01 
 2.55000000e+02 -5.07959277e-02  2.55000000e+02 -1.01591855e-02  2.55000000e+02 -5.00000000e-01 
 2.60000000e+02 -5.10218709e-02  2.60000000e+02 -1.02043742e-02  2.60000000e+02 -5.00000000e-01 
 2.65000000e+02 -5.12495095e-02  2.65000000e+02 -1.02499019e-02  2.65000000e+02 -5.00000000e-01 
 2.70000000e+02 -5.14788814e-02  2.70000000e+02 -1.02957763e-02  2.70000000e+02 -5.00000000e-01 
 2.75000000e+02 -5.17100224e-02  2.75000000e+02 -1.03420045e-02  2.75000000e+02 -5.00000000e-01 
 2.80000000e+02 -5.19429665e-02  2.80000000e+02 -1.03885933e-02  2.80000000e+02 -5.00000000e-01 
 2.85000000e+02 -5.21777460e-02  2.85000000e+02 -1.04355492e-02  2.85000000e+02 -5.00000000e-01 
 2.90000000e+02 -5.24143912e-02  2.90000000e+02 -1.04828782e-02  2.90000000e+02 -5.00000000e-01 
 2.95000000e+02 -5.26529305e-02  2.95000000e+02 -1.05305861e-02  2.95000000e+02 -5.00000000e-01 
 3.00000000e+02 -5.28933910e-02  3.00000000e+02 -1.05786782e-02  3.00000000e+02 -5.00000000e-01 
 3.05000000e+02 -5.31357977e-02  3.05000000e+02 -1.06271595e-02  3.05000000e+02 -5.00000000e-01 
 3.10000000e+02 -5.33801743e-02  3.10000000e+02 -1.06760349e-02  3.10000000e+02 -5.00000000e-01 
 3.15000000e+02 -5.36265427e-02  3.15000000e+02 -1.07253085e-02  3.15000000e+02 -5.00000000e-01 
 3.20000000e+02 -5.38749235e-02  3.20000000e+02 -1.07749847e-02  3.20000000e+02 -5.00000000e-01 
 3.25000000e+02 -5.41253357e-02  3.25000000e+02 -1.08250671e-02  3.25000000e+02 -5.00000000e-01 
 3.30000000e+02 -5.43777971e-02  3.30000000e+02 -1.08755594e-02  3.30000000e+02 -5.00000000e-01 
 3.35000000e+02 -5.46323240e-02  3.35000000e+02 -1.09264648e-02  3.35000000e+02 -5.00000000e-01 
 3.40000000e+02 -5.48889314e-02  3.40000000e+02 -1.09777863e-02  3.40000000e+02 -5.00000000e-01 
 3.45000000e+02 -5.51476332e-02  3.45000000e+02 -1.10295266e-02  3.45000000e+02 -5.00000000e-01 
